Id,SalePrice
1461,5953648588290.446
1462,5944781361446.733
1463,6065492248237.549
1464,6065491149273.723
1465,6046682608410.598
1466,6053250615471.918
1467,6092947489033.32
1468,6065415360139.749
1469,6041411424521.966
1470,5980964010129.02
1471,6069278317185.663
1472,5983617029861.123
1473,5983640256802.575
1474,5995268343245.698
1475,5995257840417.856
1476,6101893755977.116
1477,6101861249456.486
1478,6086774353028.715
1479,6089878772946.587
1480,6084373605814.073
1481,6077644872246.556
1482,6089628718664.076
1483,6086955091174.821
1484,6090350043839.505
1485,6083406298708.429
1486,6083662433918.623
1487,6065584054054.396
1488,6089414867552.926
1489,6101349584974.739
1490,6086301690981.535
1491,6082976937562.173
1492,5919026783066.107
1493,6077156122877.059
1494,6050198816746.874
1495,6050286776087.223
1496,6086305719308.241
1497,6082925497072.08
1498,6082792727200.705
1499,6085828556438.301
1500,6085828548652.262
1501,6070728658495.634
1502,6079697041102.249
1503,6101584155982.818
1504,6070856871589.495
1505,6077214530010.463
1506,5971428891315.904
1507,6050056744071.263
1508,6004488324558.207
1509,5982955934080.549
1510,5969021368008.481
1511,5969001602260.603
1512,5972210991025.662
1513,5962563025838.715
1514,6075549783091.265
1515,6078260327947.659
1516,5920192120169.45
1517,6096442118899.666
1518,5944933483093.633
1519,6099699243192.105
1520,5947721328550.784
1521,5947756180642.02
1522,5947777209624.922
1523,5938441784727.531
1524,5926316176200.797
1525,5935476368052.894
1526,5944599751405.154
1527,6053654630245.303
1528,6084152752379.425
1529,5950767816123.179
1530,6023756474942.211
1531,5931280092482.103
1532,5919269405849.371
1533,5940747579413.3955
1534,6070993531837.927
1535,6098433674742.081
1536,5955739187615.042
1537,5979843237238.37
1538,6080158019753.552
1539,6076806159130.815
1540,5919216295842.027
1541,6052736362552.654
1542,6062764520847.843
1543,6087117537196.174
1544,5919964219882.632
1545,5919877379818.608
1546,5919857464337.902
1547,5919995907899.7705
1548,5919972531559.761
1549,6010907992536.638
1550,5920054398527.737
1551,5919373414308.256
1552,5919242844089.058
1553,6098297042752.154
1554,6049658491915.521
1555,5947593740733.997
1556,5919865770244.422
1557,5919365680021.833
1558,5919027123976.448
1559,5919086262296.773
1560,5919161685433.379
1561,5971261371081.612
1562,6095194876976.194
1563,5973761705460.474
1564,6004371710429.858
1565,5973682043537.648
1566,6075097475825.245
1567,5918996870346.154
1568,6047593293817.6045
1569,6041286321877.958
1570,6032007920337.709
1571,6007772715662.338
1572,6065683614922.186
1573,6102299467425.399
1574,5962494483122.144
1575,6031700867069.741
1576,6049632339129.29
1577,6102254022651.846
1578,6049497052446.055
1579,6059550619779.018
1580,6065633764502.819
1581,6083909468669.283
1582,5986701079292.054
1583,6081421450869.548
1584,6062687558743.9795
1585,6080796332088.354
1586,6092357695911.382
1587,5931662494439.3545
1588,5974607924650.302
1589,5919727028782.378
1590,5995768824164.759
1591,5944133154547.723
1592,6068063224820.692
1593,5919161704020.388
1594,5970304266158.398
1595,5919189762445.367
1596,6026471184957.807
1597,6044411748195.07
1598,6092627000133.431
1599,6038594413957.573
1600,6038710034387.229
1601,5919468215910.262
1602,5995446402924.547
1603,5919613805210.775
1604,6087217267824.127
1605,6068425881709.258
1606,6001744940373.494
1607,5999104653398.565
1608,6095223419751.896
1609,6101234630491.084
1610,6091667960219.367
1611,6001648117695.222
1612,6086851605790.596
1613,6068589050136.359
1614,5989493164130.005
1615,5980164940921.185
1616,5980164940921.185
1617,5986236599396.375
1618,6083502654235.407
1619,6022768924399.869
1620,6029052457103.375
1621,6043904106621.472
1622,5977248631619.009
1623,6056631085671.236
1624,6053303700352.337
1625,5938469459042.737
1626,5993419757670.356
1627,6062458787003.83
1628,6080715678922.447
1629,6062155488830.81
1630,6086647682083.627
1631,6064966880714.04
1632,6058988718871.624
1633,6065191321270.949
1634,6068541364051.988
1635,6056262511399.485
1636,6050453072720.823
1637,6001847155861.305
1638,6004271476899.575
1639,6028887256596.225
1640,6043853983833.564
